Time,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,
0,0,0,0,265,265,0,0,0,0,0,0,265,265,0,0,0,0,0,0,265,265,0,145
0.01,0,0,0,94.34,94.34,0,0,0,0,0,0,94.34,94.34,0,0,0,0,0,0,94.34,94.34,0,
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0,0,364.45,364.45,0,0,0,0,0,0,364.45,364.45,0,0,0,0,0,
0.18,0,0,0,0,0,0,76.83,492.5,569.33,0,0,0,0,0,76.83,492.5,569.33,0,0,0,0,0,
0.19,0,0,0,0,0,47.28,236.4,486.59,770.27,0,0,0,0,47.28,236.4,486.59,770.27,0,0,0,0,47.28,
0.2,0,0,0,0,0,179.27,336.87,374.3,890.44,0,0,0,0,179.27,336.87,374.3,890.44,0,0,0,0,179.27,
0.21,0,0,0,0,0,313.23,401.88,263.98,979.09,0,0,0,0,313.23,401.88,263.98,979.09,0,0,0,0,313.23,
0.22,0,0,0,0,0,448.63,429.78,154.57,1032.98,0,0,0,0,448.63,429.78,154.57,1032.98,0,0,0,0,448.63,
0.23,0,0,0,0,0,565.5,433.55,41.47,1040.52,0,0,0,0,565.5,433.55,41.47,1040.52,0,0,0,0,565.5,
0.24,0,0,0,0,0,667.29,410.93,0,1078.22,0,0,0,0,667.29,410.93,0,1078.22,0,0,0,0,667.29,
0.25,0,0,0,0,0,757.77,369.46,0,1127.23,0,0,0,0,757.77,369.46,0,1127.23,0,0,0,0,757.77,
0.26,0,0,0,0,0,833.17,290.29,0,1123.46,0,0,0,0,833.17,290.29,0,1123.46,0,0,0,0,833.17,
0.27,0,0,0,0,0,897.26,199.81,0,1097.07,0,0,0,0,897.26,199.81,0,1097.07,0,0,0,0,897.26,
0.28,0,0,0,0,0,927.42,94.25,0,1021.67,0,0,0,0,927.42,94.25,0,1021.67,0,0,0,0,927.42,
0.29,0,0,0,0,0,942.5,0,0,942.5,0,0,0,0,942.5,0,0,942.5,0,0,0,0,942.5,
0.3,0,0,0,0,0,901.03,0,0,901.03,0,0,0,0,901.03,0,0,901.03,0,0,0,0,901.03,
0.31,0,0,0,0,0,821.86,0,0,821.86,0,0,0,0,821.86,0,0,821.86,0,0,0,0,821.86,
0.32,0,0,0,0,0,693.68,0,0,693.68,0,0,0,0,693.68,0,0,693.68,0,0,0,0,693.68,
0.33,0,0,0,0,0,550,0,0,550,0,0,0,0,550,0,0,550,0,0,0,0,550,
0.34,0,0,0,0,0,400.4,0,0,400.4,0,0,0,0,400.4,0,0,400.4,0,0,0,0,400.4,
0.35,0,0,0,0,0,253,0,0,253,0,0,0,0,253,0,0,253,0,0,0,0,253,
0.36,0,0,0,0,0,125.4,0,0,125.4,0,0,0,0,125.4,0,0,125.4,0,0,0,0,125.4,
0.37,0,0,0,0,0,13.2,0,0,13.2,0,0,0,0,13.2,0,0,13.2,0,0,0,0,13.2,
0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.5,111.36,111.36,0,0,111.36,0,0,0,0,111.36,0,0,111.36,0,0,0,0,111.36,0,0,111.36,0,
0.51,503.44,503.44,0,0,503.44,0,0,0,0,503.44,0,0,503.44,0,0,0,0,503.44,0,0,503.44,0,
0.52,580,580,113.68,0,693.68,0,0,0,0,580,113.68,0,693.68,0,0,0,0,580,113.68,0,693.68,0,
0.53,480.24,480.24,285.36,88.16,853.76,0,0,0,0,480.24,285.36,88.16,853.76,0,0,0,0,480.24,285.36,88.16,853.76,0,
0.54,327.12,327.12,396.72,271.44,995.28,0,0,0,0,327.12,396.72,271.44,995.28,0,0,0,0,327.12,396.72,271.44,995.28,0,
0.55,162.13,162.13,460.24,481.16,1103.53,0,0,0,0,162.13,460.24,481.16,1103.53,0,0,0,0,162.13,460.24,481.16,1103.53,0,
0.56,31.38,31.38,481.16,658.98,1171.52,0,0,0,0,31.38,481.16,658.98,1171.52,0,0,0,0,31.38,481.16,658.98,1171.52,0,
0.57,0,0,475.93,810.65,1286.58,0,0,0,0,0,475.93,810.65,1286.58,0,0,0,0,0,475.93,810.65,1286.58,0,
0.58,0,0,439.32,946.63,1385.95,0,0,0,0,0,439.32,946.63,1385.95,0,0,0,0,0,439.32,946.63,1385.95,0,
0.59,0,0,397.48,1077.38,1474.86,0,0,0,0,0,397.48,1077.38,1474.86,0,0,0,0,0,397.48,1077.38,1474.86,0,
0.6,0,0,313.8,1181.98,1495.78,0,0,0,0,0,313.8,1181.98,1495.78,0,0,0,0,0,313.8,1181.98,1495.78,0,
0.61,0,0,224.89,1249.97,1474.86,0,0,0,0,0,224.89,1249.97,1474.86,0,0,0,0,0,224.89,1249.97,1474.86,0,
0.62,0,0,115.06,1302.27,1417.33,0,0,0,0,0,115.06,1302.27,1417.33,0,0,0,0,0,115.06,1302.27,1417.33,0,
0.63,0,0,0,1307.5,1307.5,0,0,0,0,0,0,1307.5,1307.5,0,0,0,0,0,0,1307.5,1307.5,0,
0.64,0,0,0,1265.66,1265.66,0,0,0,0,0,0,1265.66,1265.66,0,0,0,0,0,0,1265.66,1265.66,0,
0.65,0,0,0,1161.06,1161.06,0,0,0,0,0,0,1161.06,1161.06,0,0,0,0,0,0,1161.06,1161.06,0,
0.66,0,0,0,1007.5,1007.5,0,0,0,0,0,0,1007.5,1007.5,0,0,0,0,0,0,1007.5,1007.5,0,
0.67,0,0,0,854.36,854.36,0,0,0,0,0,0,854.36,854.36,0,0,0,0,0,0,854.36,854.36,0,
0.68,0,0,0,677.04,677.04,0,0,0,0,0,0,677.04,677.04,0,0,0,0,0,0,677.04,677.04,0,
0.69,0,0,0,499.72,499.72,0,0,0,0,0,0,499.72,499.72,0,0,0,0,0,0,499.72,499.72,0,
0.7,0,0,0,334.49,334.49,0,0,0,0,0,0,334.49,334.49,0,0,0,0,0,0,334.49,334.49,0,
0.71,0,0,0,177.32,177.32,0,0,0,0,0,0,177.32,177.32,0,0,0,0,0,0,177.32,177.32,0,
0.72,0,0,0,32.24,32.24,0,0,0,0,0,0,32.24,32.24,0,0,0,0,0,0,32.24,32.24,0,
0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.86,0,0,0,0,0,0,0,150.66,150.66,0,0,0,0,0,0,150.66,150.66,0,0,0,0,0,
0.87,0,0,0,0,0,0,0,465,465,0,0,0,0,0,0,465,465,0,0,0,0,0,
0.88,0,0,0,0,0,0,112.22,557.48,669.7,0,0,0,0,0,112.22,557.48,669.7,0,0,0,0,0,
0.89,0,0,0,0,0,72.4,271.5,485.08,828.98,0,0,0,0,72.4,271.5,485.08,828.98,0,0,0,0,72.4,
0.9,0,0,0,0,0,224.44,372.86,362,959.3,0,0,0,0,224.44,372.86,362,959.3,0,0,0,0,224.44,
0.91,0,0,0,0,0,362,427.16,253.4,1042.56,0,0,0,0,362,427.16,253.4,1042.56,0,0,0,0,362,
0.92,0,0,0,0,0,481.46,448.88,155.66,1086,0,0,0,0,481.46,448.88,155.66,1086,0,0,0,0,481.46,
0.93,0,0,0,0,0,582.82,445.26,54.3,1082.38,0,0,0,0,582.82,445.26,54.3,1082.38,0,0,0,0,582.82,
0.94,0,0,0,0,0,676.94,427.16,0,1104.1,0,0,0,0,676.94,427.16,0,1104.1,0,0,0,0,676.94,
0.95,0,0,0,0,0,763.82,387.34,0,1151.16,0,0,0,0,763.82,387.34,0,1151.16,0,0,0,0,763.82,
0.96,0,0,0,0,0,828.98,314.94,0,1143.92,0,0,0,0,828.98,314.94,0,1143.92,0,0,0,0,828.98,
0.97,0,0,0,0,0,879.66,217.2,0,1096.86,0,0,0,0,879.66,217.2,0,1096.86,0,0,0,0,879.66,
0.98,0,0,0,0,0,905,94.12,0,999.12,0,0,0,0,905,94.12,0,999.12,0,0,0,0,905,
0.99,0,0,0,0,0,900,0,0,900,0,0,0,0,900,0,0,900,0,0,0,0,900,
1,0,0,0,0,0,853.2,0,0,853.2,0,0,0,0,853.2,0,0,853.2,0,0,0,0,853.2,
1.01,0,0,0,0,0,766.8,0,0,766.8,0,0,0,0,766.8,0,0,766.8,0,0,0,0,766.8,
1.02,0,0,0,0,0,651.6,0,0,651.6,0,0,0,0,651.6,0,0,651.6,0,0,0,0,651.6,
1.03,0,0,0,0,0,514.8,0,0,514.8,0,0,0,0,514.8,0,0,514.8,0,0,0,0,514.8,
1.04,0,0,0,0,0,367.2,0,0,367.2,0,0,0,0,367.2,0,0,367.2,0,0,0,0,367.2,
1.05,0,0,0,0,0,216,0,0,216,0,0,0,0,216,0,0,216,0,0,0,0,216,
1.06,0,0,0,0,0,68.4,0,0,68.4,0,0,0,0,68.4,0,0,68.4,0,0,0,0,68.4,
1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.22,324.06,324.06,0,0,324.06,0,0,0,0,324.06,0,0,324.06,0,0,0,0,324.06,0,0,324.06,0,
1.23,481.18,481.18,58.92,0,540.1,0,0,0,0,481.18,58.92,0,540.1,0,0,0,0,481.18,58.92,0,540.1,0,
1.24,466.45,466.45,260.23,78.56,805.24,0,0,0,0,466.45,260.23,78.56,805.24,0,0,0,0,466.45,260.23,78.56,805.24,0,
1.25,348.61,348.61,392.8,250.41,991.82,0,0,0,0,348.61,392.8,250.41,991.82,0,0,0,0,348.61,392.8,250.41,991.82,0,
1.26,196.4,196.4,476.27,461.54,1134.21,0,0,0,0,196.4,476.27,461.54,1134.21,0,0,0,0,196.4,476.27,461.54,1134.21,0,
1.27,68.74,68.74,515.55,672.67,1256.96,0,0,0,0,68.74,515.55,672.67,1256.96,0,0,0,0,68.74,515.55,672.67,1256.96,0,
1.28,0,0,520.46,849.43,1369.89,0,0,0,0,0,520.46,849.43,1369.89,0,0,0,0,0,520.46,849.43,1369.89,0,
1.29,0,0,495.91,991.82,1487.73,0,0,0,0,0,495.91,991.82,1487.73,0,0,0,0,0,495.91,991.82,1487.73,0,
1.3,0,0,456.63,1119.48,1576.11,0,0,0,0,0,456.63,1119.48,1576.11,0,0,0,0,0,456.63,1119.48,1576.11,0,
1.31,0,0,382.98,1227.5,1610.48,0,0,0,0,0,382.98,1227.5,1610.48,0,0,0,0,0,382.98,1227.5,1610.48,0,
1.32,0,0,278.46,1310.4,1588.86,0,0,0,0,0,278.46,1310.4,1588.86,0,0,0,0,0,278.46,1310.4,1588.86,0,
1.33,0,0,163.8,1348.62,1512.42,0,0,0,0,0,163.8,1348.62,1512.42,0,0,0,0,0,163.8,1348.62,1512.42,0,
1.34,0,0,38.22,1365,1403.22,0,0,0,0,0,38.22,1365,1403.22,0,0,0,0,0,38.22,1365,1403.22,0,
1.35,0,0,0,1326.78,1326.78,0,0,0,0,0,0,1326.78,1326.78,0,0,0,0,0,0,1326.78,1326.78,0,
1.36,0,0,0,1239.42,1239.42,0,0,0,0,0,0,1239.42,1239.42,0,0,0,0,0,0,1239.42,1239.42,0,
1.37,0,0,0,1113.84,1113.84,0,0,0,0,0,0,1113.84,1113.84,0,0,0,0,0,0,1113.84,1113.84,0,
1.38,0,0,0,950.04,950.04,0,0,0,0,0,0,950.04,950.04,0,0,0,0,0,0,950.04,950.04,0,
1.39,0,0,0,769.86,769.86,0,0,0,0,0,0,769.86,769.86,0,0,0,0,0,0,769.86,769.86,0,
1.4,0,0,0,584.22,584.22,0,0,0,0,0,0,584.22,584.22,0,0,0,0,0,0,584.22,584.22,0,
1.41,0,0,0,404.04,404.04,0,0,0,0,0,0,404.04,404.04,0,0,0,0,0,0,404.04,404.04,0,
1.42,0,0,0,240.24,240.24,0,0,0,0,0,0,240.24,240.24,0,0,0,0,0,0,240.24,240.24,0,
1.43,0,0,0,65,65,0,0,0,0,0,0,65,65,0,0,0,0,0,0,65,65,0,
1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.57,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,65,65,0,0,0,0,0,
1.58,0,0,0,0,0,0,0,400.4,400.4,0,0,0,0,0,0,400.4,400.4,0,0,0,0,0,
1.59,0,0,0,0,0,0,137.8,501.8,639.6,0,0,0,0,0,137.8,501.8,639.6,0,0,0,0,0,
1.6,0,0,0,0,0,96.2,286,447.2,829.4,0,0,0,0,96.2,286,447.2,829.4,0,0,0,0,96.2,
1.61,0,0,0,0,0,239.2,358.8,283.4,881.4,0,0,0,0,239.2,358.8,283.4,881.4,0,0,0,0,239.2,
1.62,0,0,0,0,0,390,400.4,148.2,938.6,0,0,0,0,390,400.4,148.2,938.6,0,0,0,0,390,
1.63,0,0,0,0,0,520,405.6,26,951.6,0,0,0,0,520,405.6,26,951.6,0,0,0,0,520,
1.64,0,0,0,0,0,650,390,0,1040,0,0,0,0,650,390,0,1040,0,0,0,0,650,
1.65,0,0,0,0,0,756.56,358.98,0,1115.54,0,0,0,0,756.56,358.98,0,1115.54,0,0,0,0,756.56,
1.66,0,0,0,0,0,841.48,304.94,0,1146.42,0,0,0,0,841.48,304.94,0,1146.42,0,0,0,0,841.48,
1.67,0,0,0,0,0,903.24,231.6,0,1134.84,0,0,0,0,903.24,231.6,0,1134.84,0,0,0,0,903.24,
1.68,0,0,0,0,0,945.7,138.96,0,1084.66,0,0,0,0,945.7,138.96,0,1084.66,0,0,0,0,945.7,
1.69,0,0,0,0,0,965,42.46,0,1007.46,0,0,0,0,965,42.46,0,1007.46,0,0,0,0,965,
1.7,0,0,0,0,0,949.56,0,0,949.56,0,0,0,0,949.56,0,0,949.56,0,0,0,0,949.56,
1.71,0,0,0,0,0,907.1,0,0,907.1,0,0,0,0,907.1,0,0,907.1,0,0,0,0,907.1,
1.72,0,0,0,0,0,806.74,0,0,806.74,0,0,0,0,806.74,0,0,806.74,0,0,0,0,806.74,
1.73,0,0,0,0,0,667.78,0,0,667.78,0,0,0,0,667.78,0,0,667.78,0,0,0,0,667.78,
1.74,0,0,0,0,0,524.96,0,0,524.96,0,0,0,0,524.96,0,0,524.96,0,0,0,0,524.96,
1.75,0,0,0,0,0,362.84,0,0,362.84,0,0,0,0,362.84,0,0,362.84,0,0,0,0,362.84,
1.76,0,0,0,0,0,220,0,0,220,0,0,0,0,220,0,0,220,0,0,0,0,220,
1.77,0,0,0,0,0,99.44,0,0,99.44,0,0,0,0,99.44,0,0,99.44,0,0,0,0,99.44,
1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.91,149.94,149.94,0,0,149.94,0,0,0,0,149.94,0,0,149.94,0,0,0,0,149.94,0,0,149.94,0,
1.92,428.4,428.4,0,0,428.4,0,0,0,0,428.4,0,0,428.4,0,0,0,0,428.4,0,0,428.4,0,
1.93,489.6,489.6,149.94,0,639.54,0,0,0,0,489.6,149.94,0,639.54,0,0,0,0,489.6,149.94,0,639.54,0,
1.94,385.56,385.56,309.06,137.7,832.32,0,0,0,0,385.56,309.06,137.7,832.32,0,0,0,0,385.56,309.06,137.7,832.32,0,
1.95,229.5,229.5,406.98,333.54,970.02,0,0,0,0,229.5,406.98,333.54,970.02,0,0,0,0,229.5,406.98,333.54,970.02,0,
1.96,110.16,110.16,474.3,544.68,1129.14,0,0,0,0,110.16,474.3,544.68,1129.14,0,0,0,0,110.16,474.3,544.68,1129.14,0,
1.97,0,0,498.78,765,1263.78,0,0,0,0,0,498.78,765,1263.78,0,0,0,0,0,498.78,765,1263.78,0,
1.98,0,0,482.46,948.09,1430.55,0,0,0,0,0,482.46,948.09,1430.55,0,0,0,0,0,482.46,948.09,1430.55,0,
1.99,0,0,454.41,1088.34,1542.75,0,0,0,0,0,454.41,1088.34,1542.75,0,0,0,0,0,454.41,1088.34,1542.75,0,
2,0,0,392.7,1217.37,1610.07,0,0,0,0,0,392.7,1217.37,1610.07,0,0,0,0,0,392.7,1217.37,1610.07,0,
2.01,0,0,308.55,1301.52,1610.07,0,0,0,0,0,308.55,1301.52,1610.07,0,0,0,0,0,308.55,1301.52,1610.07,0,
2.02,0,0,213.18,1374.45,1587.63,0,0,0,0,0,213.18,1374.45,1587.63,0,0,0,0,0,213.18,1374.45,1587.63,0,
2.03,0,0,89.76,1402.5,1492.26,0,0,0,0,0,89.76,1402.5,1492.26,0,0,0,0,0,89.76,1402.5,1492.26,0,
2.04,0,0,0,1391.28,1391.28,0,0,0,0,0,0,1391.28,1391.28,0,0,0,0,0,0,1391.28,1391.28,0,
2.05,0,0,0,1318.35,1318.35,0,0,0,0,0,0,1318.35,1318.35,0,0,0,0,0,0,1318.35,1318.35,0,
2.06,0,0,0,1194.93,1194.93,0,0,0,0,0,0,1194.93,1194.93,0,0,0,0,0,0,1194.93,1194.93,0,
2.07,0,0,0,1032.24,1032.24,0,0,0,0,0,0,1032.24,1032.24,0,0,0,0,0,0,1032.24,1032.24,0,
2.08,0,0,0,847.11,847.11,0,0,0,0,0,0,847.11,847.11,0,0,0,0,0,0,847.11,847.11,0,
2.09,0,0,0,627.5,627.5,0,0,0,0,0,0,627.5,627.5,0,0,0,0,0,0,627.5,627.5,0,
2.1,0,0,0,449.29,449.29,0,0,0,0,0,0,449.29,449.29,0,0,0,0,0,0,449.29,449.29,0,
2.11,0,0,0,273.59,273.59,0,0,0,0,0,0,273.59,273.59,0,0,0,0,0,0,273.59,273.59,0,
2.12,0,0,0,102.91,102.91,0,0,0,0,0,0,102.91,102.91,0,0,0,0,0,0,102.91,102.91,0,
2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.28,0,0,0,0,0,0,0,364.8,364.8,0,0,0,0,0,0,364.8,364.8,0,0,0,0,0,
2.29,0,0,0,0,0,0,132.48,480,612.48,0,0,0,0,0,132.48,480,612.48,0,0,0,0,0,
2.3,0,0,0,0,0,101.76,289.92,464.64,856.32,0,0,0,0,101.76,289.92,464.64,856.32,0,0,0,0,101.76,
2.31,0,0,0,0,0,262.68,382.08,314.42,959.18,0,0,0,0,262.68,382.08,314.42,959.18,0,0,0,0,262.68,
2.32,0,0,0,0,0,429.84,445.76,206.96,1082.56,0,0,0,0,429.84,445.76,206.96,1082.56,0,0,0,0,429.84,
2.33,0,0,0,0,0,557.2,453.72,91.54,1102.46,0,0,0,0,557.2,453.72,91.54,1102.46,0,0,0,0,557.2,
2.34,0,0,0,0,0,676.6,441.78,0,1118.38,0,0,0,0,676.6,441.78,0,1118.38,0,0,0,0,676.6,
2.35,0,0,0,0,0,776.1,413.92,0,1190.02,0,0,0,0,776.1,413.92,0,1190.02,0,0,0,0,776.1,
2.36,0,0,0,0,0,859.68,354.22,0,1213.9,0,0,0,0,859.68,354.22,0,1213.9,0,0,0,0,859.68,
2.37,0,0,0,0,0,927.34,274.62,0,1201.96,0,0,0,0,927.34,274.62,0,1201.96,0,0,0,0,927.34,
