Time,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,
25.55,0,0,0,0,0,1088.64,313.6,0,1402.24,0,0,0,0,1088.64,313.6,0,1402.24,0,0,0,0,1088.64,
25.56,0,0,0,0,0,1120,197.12,0,1317.12,0,0,0,0,1120,197.12,0,1317.12,0,0,0,0,1120,
25.57,0,0,0,0,0,1111.04,80.64,0,1191.68,0,0,0,0,1111.04,80.64,0,1191.68,0,0,0,0,1111.04,
25.58,0,0,0,0,0,1057.28,0,0,1057.28,0,0,0,0,1057.28,0,0,1057.28,0,0,0,0,1057.28,
25.59,0,0,0,0,0,963.2,0,0,963.2,0,0,0,0,963.2,0,0,963.2,0,0,0,0,963.2,
25.6,0,0,0,0,0,824.32,0,0,824.32,0,0,0,0,824.32,0,0,824.32,0,0,0,0,824.32,
25.61,0,0,0,0,0,672,0,0,672,0,0,0,0,672,0,0,672,0,0,0,0,672,
25.62,0,0,0,0,0,501.76,0,0,501.76,0,0,0,0,501.76,0,0,501.76,0,0,0,0,501.76,
25.63,0,0,0,0,0,337.5,0,0,337.5,0,0,0,0,337.5,0,0,337.5,0,0,0,0,337.5,
25.64,0,0,0,0,0,179.55,0,0,179.55,0,0,0,0,179.55,0,0,179.55,0,0,0,0,179.55,
25.65,0,0,0,0,0,54,0,0,54,0,0,0,0,54,0,0,54,0,0,0,0,54,
25.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.78,185.9,185.9,0,0,185.9,0,0,0,0,185.9,0,0,185.9,0,0,0,0,185.9,0,0,185.9,0,
25.79,496.86,496.86,43.94,13.52,554.32,0,0,0,0,496.86,43.94,13.52,554.32,0,0,0,0,496.86,43.94,13.52,554.32,0,
25.8,554.32,554.32,263.64,111.54,929.5,0,0,0,0,554.32,263.64,111.54,929.5,0,0,0,0,554.32,263.64,111.54,929.5,0,
25.81,486.72,486.72,422.5,263.64,1172.86,0,0,0,0,486.72,422.5,263.64,1172.86,0,0,0,0,486.72,422.5,263.64,1172.86,0,
25.82,371.8,371.8,523.9,446.16,1341.86,0,0,0,0,371.8,523.9,446.16,1341.86,0,0,0,0,371.8,523.9,446.16,1341.86,0,
25.83,256.88,256.88,601.64,655.72,1514.24,0,0,0,0,256.88,601.64,655.72,1514.24,0,0,0,0,256.88,601.64,655.72,1514.24,0,
25.84,158.86,158.86,642.2,845,1646.06,0,0,0,0,158.86,642.2,845,1646.06,0,0,0,0,158.86,642.2,845,1646.06,0,
25.85,55.9,55.9,637.26,1006.2,1699.36,0,0,0,0,55.9,637.26,1006.2,1699.36,0,0,0,0,55.9,637.26,1006.2,1699.36,0,
25.86,0,0,614.9,1129.18,1744.08,0,0,0,0,0,614.9,1129.18,1744.08,0,0,0,0,0,614.9,1129.18,1744.08,0,
25.87,0,0,564.59,1235.39,1799.98,0,0,0,0,0,564.59,1235.39,1799.98,0,0,0,0,0,564.59,1235.39,1799.98,0,
25.88,0,0,463.97,1319.24,1783.21,0,0,0,0,0,463.97,1319.24,1783.21,0,0,0,0,0,463.97,1319.24,1783.21,0,
25.89,0,0,352.17,1369.55,1721.72,0,0,0,0,0,352.17,1369.55,1721.72,0,0,0,0,0,352.17,1369.55,1721.72,0,
25.9,0,0,218.01,1397.5,1615.51,0,0,0,0,0,218.01,1397.5,1615.51,0,0,0,0,0,218.01,1397.5,1615.51,0,
25.91,0,0,67.08,1369.55,1436.63,0,0,0,0,0,67.08,1369.55,1436.63,0,0,0,0,0,67.08,1369.55,1436.63,0,
25.92,0,0,0,1291.29,1291.29,0,0,0,0,0,0,1291.29,1291.29,0,0,0,0,0,0,1291.29,1291.29,0,
25.93,0,0,0,1151.54,1151.54,0,0,0,0,0,0,1151.54,1151.54,0,0,0,0,0,0,1151.54,1151.54,0,
25.94,0,0,0,972.66,972.66,0,0,0,0,0,0,972.66,972.66,0,0,0,0,0,0,972.66,972.66,0,
25.95,0,0,0,777.01,777.01,0,0,0,0,0,0,777.01,777.01,0,0,0,0,0,0,777.01,777.01,0,
25.96,0,0,0,570,570,0,0,0,0,0,0,570,570,0,0,0,0,0,0,570,570,0,
25.97,0,0,0,373.92,373.92,0,0,0,0,0,0,373.92,373.92,0,0,0,0,0,0,373.92,373.92,0,
25.98,0,0,0,221.16,221.16,0,0,0,0,0,0,221.16,221.16,0,0,0,0,0,0,221.16,221.16,0,
25.99,0,0,0,82.08,82.08,0,0,0,0,0,0,82.08,82.08,0,0,0,0,0,0,82.08,82.08,0,
26,0,0,0,11.4,11.4,0,0,0,0,0,0,11.4,11.4,0,0,0,0,0,0,11.4,11.4,0,
26.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.13,0,0,0,0,0,9.85,21.67,238.37,269.89,0,0,0,0,9.85,21.67,238.37,269.89,0,0,0,0,9.85,
26.14,0,0,0,0,0,74.86,167.45,423.55,665.86,0,0,0,0,74.86,167.45,423.55,665.86,0,0,0,0,74.86,
26.15,0,0,0,0,0,177.3,328.99,423.55,929.84,0,0,0,0,177.3,328.99,423.55,929.84,0,0,0,0,177.3,
26.16,0,0,0,0,0,317.17,419.61,323.08,1059.86,0,0,0,0,317.17,419.61,323.08,1059.86,0,0,0,0,317.17,
26.17,0,0,0,0,0,464.92,492.5,248.22,1205.64,0,0,0,0,464.92,492.5,248.22,1205.64,0,0,0,0,464.92,
26.18,0,0,0,0,0,597.8,533.75,175.07,1306.62,0,0,0,0,597.8,533.75,175.07,1306.62,0,0,0,0,597.8,
26.19,0,0,0,0,0,713.09,550.83,98.21,1362.13,0,0,0,0,713.09,550.83,98.21,1362.13,0,0,0,0,713.09,
26.2,0,0,0,0,0,811.3,538.02,8.54,1357.86,0,0,0,0,811.3,538.02,8.54,1357.86,0,0,0,0,811.3,
26.21,0,0,0,0,0,909.51,503.86,0,1413.37,0,0,0,0,909.51,503.86,0,1413.37,0,0,0,0,909.51,
26.22,0,0,0,0,0,986.37,427,0,1413.37,0,0,0,0,986.37,427,0,1413.37,0,0,0,0,986.37,
26.23,0,0,0,0,0,1041.88,315.98,0,1357.86,0,0,0,0,1041.88,315.98,0,1357.86,0,0,0,0,1041.88,
26.24,0,0,0,0,0,1067.5,196.42,0,1263.92,0,0,0,0,1067.5,196.42,0,1263.92,0,0,0,0,1067.5,
26.25,0,0,0,0,0,1054.69,89.67,0,1144.36,0,0,0,0,1054.69,89.67,0,1144.36,0,0,0,0,1054.69,
26.26,0,0,0,0,0,999.18,0,0,999.18,0,0,0,0,999.18,0,0,999.18,0,0,0,0,999.18,
26.27,0,0,0,0,0,896.7,0,0,896.7,0,0,0,0,896.7,0,0,896.7,0,0,0,0,896.7,
26.28,0,0,0,0,0,751.52,0,0,751.52,0,0,0,0,751.52,0,0,751.52,0,0,0,0,751.52,
26.29,0,0,0,0,0,595,0,0,595,0,0,0,0,595,0,0,595,0,0,0,0,595,
26.3,0,0,0,0,0,423.64,0,0,423.64,0,0,0,0,423.64,0,0,423.64,0,0,0,0,423.64,
26.31,0,0,0,0,0,254.66,0,0,254.66,0,0,0,0,254.66,0,0,254.66,0,0,0,0,254.66,
26.32,0,0,0,0,0,109.48,0,0,109.48,0,0,0,0,109.48,0,0,109.48,0,0,0,0,109.48,
26.33,0,0,0,0,0,16.66,0,0,16.66,0,0,0,0,16.66,0,0,16.66,0,0,0,0,16.66,
26.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.46,336.6,336.6,0,10.2,346.8,0,0,0,0,336.6,0,10.2,346.8,0,0,0,0,336.6,0,10.2,346.8,0,
26.47,510,510,214.2,94.35,818.55,0,0,0,0,510,214.2,94.35,818.55,0,0,0,0,510,214.2,94.35,818.55,0,
26.48,487.05,487.05,402.9,244.8,1134.75,0,0,0,0,487.05,402.9,244.8,1134.75,0,0,0,0,487.05,402.9,244.8,1134.75,0,
26.49,367.2,367.2,520.2,441.15,1328.55,0,0,0,0,367.2,520.2,441.15,1328.55,0,0,0,0,367.2,520.2,441.15,1328.55,0,
26.5,232.05,232.05,576.3,637.5,1445.85,0,0,0,0,232.05,576.3,637.5,1445.85,0,0,0,0,232.05,576.3,637.5,1445.85,0,
26.51,116.4,116.4,611.1,861.36,1588.86,0,0,0,0,116.4,611.1,861.36,1588.86,0,0,0,0,116.4,611.1,861.36,1588.86,0,
26.52,17.46,17.46,599.46,1024.32,1641.24,0,0,0,0,17.46,599.46,1024.32,1641.24,0,0,0,0,17.46,599.46,1024.32,1641.24,0,
26.53,0,0,558.72,1169.82,1728.54,0,0,0,0,0,558.72,1169.82,1728.54,0,0,0,0,0,558.72,1169.82,1728.54,0,
26.54,0,0,512.16,1292.04,1804.2,0,0,0,0,0,512.16,1292.04,1804.2,0,0,0,0,0,512.16,1292.04,1804.2,0,
26.55,0,0,424.86,1373.52,1798.38,0,0,0,0,0,424.86,1373.52,1798.38,0,0,0,0,0,424.86,1373.52,1798.38,0,
26.56,0,0,331.74,1431.72,1763.46,0,0,0,0,0,331.74,1431.72,1763.46,0,0,0,0,0,331.74,1431.72,1763.46,0,
26.57,0,0,221.16,1455,1676.16,0,0,0,0,0,221.16,1455,1676.16,0,0,0,0,0,221.16,1455,1676.16,0,
26.58,0,0,87.3,1437.54,1524.84,0,0,0,0,0,87.3,1437.54,1524.84,0,0,0,0,0,87.3,1437.54,1524.84,0,
26.59,0,0,0,1367.7,1367.7,0,0,0,0,0,0,1367.7,1367.7,0,0,0,0,0,0,1367.7,1367.7,0,
26.6,0,0,0,1239.66,1239.66,0,0,0,0,0,0,1239.66,1239.66,0,0,0,0,0,0,1239.66,1239.66,0,
26.61,0,0,0,1059.24,1059.24,0,0,0,0,0,0,1059.24,1059.24,0,0,0,0,0,0,1059.24,1059.24,0,
26.62,0,0,0,842.5,842.5,0,0,0,0,0,0,842.5,842.5,0,0,0,0,0,0,842.5,842.5,0,
26.63,0,0,0,647.04,647.04,0,0,0,0,0,0,647.04,647.04,0,0,0,0,0,0,647.04,647.04,0,
26.64,0,0,0,461.69,461.69,0,0,0,0,0,0,461.69,461.69,0,0,0,0,0,0,461.69,461.69,0,
26.65,0,0,0,283.08,283.08,0,0,0,0,0,0,283.08,283.08,0,0,0,0,0,0,283.08,283.08,0,
26.66,0,0,0,124.69,124.69,0,0,0,0,0,0,124.69,124.69,0,0,0,0,0,0,124.69,124.69,0,
26.67,0,0,0,26.96,26.96,0,0,0,0,0,0,26.96,26.96,0,0,0,0,0,0,26.96,26.96,0,
26.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.8,0,0,0,0,0,0,0,246.76,246.76,0,0,0,0,0,0,246.76,246.76,0,0,0,0,0,
26.81,0,0,0,0,0,31.84,107.46,475.61,614.91,0,0,0,0,31.84,107.46,475.61,614.91,0,0,0,0,31.84,
26.82,0,0,0,0,0,111.44,270.64,497.5,879.58,0,0,0,0,111.44,270.64,497.5,879.58,0,0,0,0,111.44,
26.83,0,0,0,0,0,238.8,378.1,388.05,1004.95,0,0,0,0,238.8,378.1,388.05,1004.95,0,0,0,0,238.8,
26.84,0,0,0,0,0,384.02,451.54,286.96,1122.52,0,0,0,0,384.02,451.54,286.96,1122.52,0,0,0,0,384.02,
26.85,0,0,0,0,0,527.5,506.4,206.78,1240.68,0,0,0,0,527.5,506.4,206.78,1240.68,0,0,0,0,527.5,
26.86,0,0,0,0,0,654.1,535.94,139.26,1329.3,0,0,0,0,654.1,535.94,139.26,1329.3,0,0,0,0,654.1,
26.87,0,0,0,0,0,759.6,540.16,59.08,1358.84,0,0,0,0,759.6,540.16,59.08,1358.84,0,0,0,0,759.6,
26.88,0,0,0,0,0,856.66,523.28,0,1379.94,0,0,0,0,856.66,523.28,0,1379.94,0,0,0,0,856.66,
26.89,0,0,0,0,0,941.06,464.2,0,1405.26,0,0,0,0,941.06,464.2,0,1405.26,0,0,0,0,941.06,
26.9,0,0,0,0,0,1004.36,375.58,0,1379.94,0,0,0,0,1004.36,375.58,0,1379.94,0,0,0,0,1004.36,
26.91,0,0,0,0,0,1042.34,265.86,0,1308.2,0,0,0,0,1042.34,265.86,0,1308.2,0,0,0,0,1042.34,
26.92,0,0,0,0,0,1055,147.7,0,1202.7,0,0,0,0,1055,147.7,0,1202.7,0,0,0,0,1055,
26.93,0,0,0,0,0,1021.24,42.2,0,1063.44,0,0,0,0,1021.24,42.2,0,1063.44,0,0,0,0,1021.24,
26.94,0,0,0,0,0,941.06,0,0,941.06,0,0,0,0,941.06,0,0,941.06,0,0,0,0,941.06,
26.95,0,0,0,0,0,827.5,0,0,827.5,0,0,0,0,827.5,0,0,827.5,0,0,0,0,827.5,
26.96,0,0,0,0,0,678.55,0,0,678.55,0,0,0,0,678.55,0,0,678.55,0,0,0,0,678.55,
26.97,0,0,0,0,0,496.5,0,0,496.5,0,0,0,0,496.5,0,0,496.5,0,0,0,0,496.5,
26.98,0,0,0,0,0,324.38,0,0,324.38,0,0,0,0,324.38,0,0,324.38,0,0,0,0,324.38,
26.99,0,0,0,0,0,182.05,0,0,182.05,0,0,0,0,182.05,0,0,182.05,0,0,0,0,182.05,
27,0,0,0,0,0,66.2,0,0,66.2,0,0,0,0,66.2,0,0,66.2,0,0,0,0,66.2,
27.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.13,126.26,126.26,0,0,126.26,0,0,0,0,126.26,0,0,126.26,0,0,0,0,126.26,0,0,126.26,0,
27.14,466.52,466.52,8.56,6.42,481.5,0,0,0,0,466.52,8.56,6.42,481.5,0,0,0,0,466.52,8.56,6.42,481.5,0,
27.15,535,535,241.82,92.02,868.84,0,0,0,0,535,241.82,92.02,868.84,0,0,0,0,535,241.82,92.02,868.84,0,
27.16,453.68,453.68,393.76,233.26,1080.7,0,0,0,0,453.68,393.76,233.26,1080.7,0,0,0,0,453.68,393.76,233.26,1080.7,0,
27.17,331.18,331.18,513.9,439.67,1284.75,0,0,0,0,331.18,513.9,439.67,1284.75,0,0,0,0,331.18,513.9,439.67,1284.75,0,
27.18,228.4,228.4,582.42,628.1,1438.92,0,0,0,0,228.4,582.42,628.1,1438.92,0,0,0,0,228.4,582.42,628.1,1438.92,0,
27.19,142.75,142.75,628.1,816.53,1587.38,0,0,0,0,142.75,628.1,816.53,1587.38,0,0,0,0,142.75,628.1,816.53,1587.38,0,
27.2,57.1,57.1,639.52,976.41,1673.03,0,0,0,0,57.1,639.52,976.41,1673.03,0,0,0,0,57.1,639.52,976.41,1673.03,0,
27.21,0,0,622.39,1113.45,1735.84,0,0,0,0,0,622.39,1113.45,1735.84,0,0,0,0,0,622.39,1113.45,1735.84,0,
27.22,0,0,588.13,1233.36,1821.49,0,0,0,0,0,588.13,1233.36,1821.49,0,0,0,0,0,588.13,1233.36,1821.49,0,
27.23,0,0,508.19,1324.72,1832.91,0,0,0,0,0,508.19,1324.72,1832.91,0,0,0,0,0,508.19,1324.72,1832.91,0,
27.24,0,0,411.12,1387.53,1798.65,0,0,0,0,0,411.12,1387.53,1798.65,0,0,0,0,0,411.12,1387.53,1798.65,0,
27.25,0,0,262.66,1427.5,1690.16,0,0,0,0,0,262.66,1427.5,1690.16,0,0,0,0,0,262.66,1427.5,1690.16,0,
27.26,0,0,97.07,1410.37,1507.44,0,0,0,0,0,97.07,1410.37,1507.44,0,0,0,0,0,97.07,1410.37,1507.44,0,
27.27,0,0,0,1330.43,1330.43,0,0,0,0,0,0,1330.43,1330.43,0,0,0,0,0,0,1330.43,1330.43,0,
27.28,0,0,0,1177.5,1177.5,0,0,0,0,0,0,1177.5,1177.5,0,0,0,0,0,0,1177.5,1177.5,0,
27.29,0,0,0,998.52,998.52,0,0,0,0,0,0,998.52,998.52,0,0,0,0,0,0,998.52,998.52,0,
27.3,0,0,0,805.41,805.41,0,0,0,0,0,0,805.41,805.41,0,0,0,0,0,0,805.41,805.41,0,
27.31,0,0,0,612.3,612.3,0,0,0,0,0,0,612.3,612.3,0,0,0,0,0,0,612.3,612.3,0,
27.32,0,0,0,423.9,423.9,0,0,0,0,0,0,423.9,423.9,0,0,0,0,0,0,423.9,423.9,0,
27.33,0,0,0,244.92,244.92,0,0,0,0,0,0,244.92,244.92,0,0,0,0,0,0,244.92,244.92,0,
27.34,0,0,0,94.2,94.2,0,0,0,0,0,0,94.2,94.2,0,0,0,0,0,0,94.2,94.2,0,
27.35,0,0,0,14.13,14.13,0,0,0,0,0,0,14.13,14.13,0,0,0,0,0,0,14.13,14.13,0,
27.36,0,0,0,9.42,9.42,0,0,0,0,0,0,9.42,9.42,0,0,0,0,0,0,9.42,9.42,0,
27.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.48,0,0,0,0,0,24.22,39.79,278.53,342.54,0,0,0,0,24.22,39.79,278.53,342.54,0,0,0,0,24.22,
27.49,0,0,0,0,0,84.77,160.89,432.5,678.16,0,0,0,0,84.77,160.89,432.5,678.16,0,0,0,0,84.77,
27.5,0,0,0,0,0,163.4,309.6,447.2,920.2,0,0,0,0,163.4,309.6,447.2,920.2,0,0,0,0,163.4,
27.51,0,0,0,0,0,301,399.9,344,1044.9,0,0,0,0,301,399.9,344,1044.9,0,0,0,0,301,
27.52,0,0,0,0,0,442.9,468.7,266.6,1178.2,0,0,0,0,442.9,468.7,266.6,1178.2,0,0,0,0,442.9,
27.53,0,0,0,0,0,580.5,516,193.5,1290,0,0,0,0,580.5,516,193.5,1290,0,0,0,0,580.5,
27.54,0,0,0,0,0,696.6,541.8,124.7,1363.1,0,0,0,0,696.6,541.8,124.7,1363.1,0,0,0,0,696.6,
27.55,0,0,0,0,0,804.1,537.5,38.7,1380.3,0,0,0,0,804.1,537.5,38.7,1380.3,0,0,0,0,804.1,
27.56,0,0,0,0,0,911.6,507.4,0,1419,0,0,0,0,911.6,507.4,0,1419,0,0,0,0,911.6,
27.57,0,0,0,0,0,989,434.3,0,1423.3,0,0,0,0,989,434.3,0,1423.3,0,0,0,0,989,
27.58,0,0,0,0,0,1044.9,339.7,0,1384.6,0,0,0,0,1044.9,339.7,0,1384.6,0,0,0,0,1044.9,
27.59,0,0,0,0,0,1075,236.5,0,1311.5,0,0,0,0,1075,236.5,0,1311.5,0,0,0,0,1075,
27.6,0,0,0,0,0,1070.7,124.7,0,1195.4,0,0,0,0,1070.7,124.7,0,1195.4,0,0,0,0,1070.7,
27.61,0,0,0,0,0,1027.5,24.66,0,1052.16,0,0,0,0,1027.5,24.66,0,1052.16,0,0,0,0,1027.5,
27.62,0,0,0,0,0,937.08,0,0,937.08,0,0,0,0,937.08,0,0,937.08,0,0,0,0,937.08,
27.63,0,0,0,0,0,797.34,0,0,797.34,0,0,0,0,797.34,0,0,797.34,0,0,0,0,797.34,
27.64,0,0,0,0,0,628.83,0,0,628.83,0,0,0,0,628.83,0,0,628.83,0,0,0,0,628.83,
27.65,0,0,0,0,0,439.77,0,0,439.77,0,0,0,0,439.77,0,0,439.77,0,0,0,0,439.77,
27.66,0,0,0,0,0,287.7,0,0,287.7,0,0,0,0,287.7,0,0,287.7,0,0,0,0,287.7,
27.67,0,0,0,0,0,143.85,0,0,143.85,0,0,0,0,143.85,0,0,143.85,0,0,0,0,143.85,
27.68,0,0,0,0,0,36.99,0,0,36.99,0,0,0,0,36.99,0,0,36.99,0,0,0,0,36.99,
27.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.8,10.45,10.45,0,0,10.45,0,0,0,0,10.45,0,0,10.45,0,0,0,0,10.45,0,0,10.45,0,
27.81,411.73,411.73,0,10.45,422.18,0,0,0,0,411.73,0,10.45,422.18,0,0,0,0,411.73,0,10.45,422.18,0,
27.82,522.5,522.5,198.55,89.87,810.92,0,0,0,0,522.5,198.55,89.87,810.92,0,0,0,0,522.5,198.55,89.87,810.92,0,
27.83,478.91,478.91,392.36,242.34,1113.61,0,0,0,0,478.91,392.36,242.34,1113.61,0,0,0,0,478.91,392.36,242.34,1113.61,0,
27.84,351.97,351.97,490.45,415.44,1257.86,0,0,0,0,351.97,490.45,415.44,1257.86,0,0,0,0,351.97,490.45,415.44,1257.86,0,
