"0","0","0","0","0","0","0","0","0","14","11","11"
"107","0","0","0","0","0","0","0","0","14","6","7"
"207","0","0","0","0","0","0","0","0","18","7","6"
"307","0","0","0","0","0","0","0","0","11","14","10"
"407","0","0","0","0","0","0","0","0","11","10","10"
"507","0","0","0","0","0","0","0","0","15","10","10"
"607","0","0","0","0","0","0","0","0","10","10","11"
"707","0","0","0","0","0","0","0","0","10","10","11"
"807","0","0","0","0","0","0","0","0","18","7","14"
"907","0","0","0","0","0","0","0","0","11","7","6"
"1007","0","0","0","0","0","0","0","0","10","18","10"
"1107","0","0","0","0","0","0","0","0","10","7","6"
"1207","0","0","0","0","0","0","0","0","11","6","6"
"1307","0","0","0","0","0","0","0","0","7","11","10"
"1407","0","0","0","0","0","0","0","0","14","7","6"
"1507","0","0","0","0","0","0","0","0","14","3","10"
"1607","0","0","0","0","0","0","0","0","10","6","6"
"1707","0","0","0","0","0","0","0","0","10","7","6"
"1807","0","0","39","0","0","0","0","0","10","18","10"
"1907","0","0","38","0","0","0","0","0","15","7","10"
"2007","0","0","121","0","0","0","0","0","10","3","6"
"2112","0","0","112","0","0","0","0","0","10","11","10"
"2212","0","0","76","0","0","0","0","0","10","6","11"
"2312","0","0","0","0","0","0","0","0","14","6","7"
"2412","0","0","0","0","0","0","0","0","18","10","14"
"2512","0","0","0","0","0","0","0","0","10","10","7"
"2612","0","0","0","0","0","0","0","0","7","2","10"
"2712","0","0","0","0","0","0","0","0","10","10","10"
"2812","0","0","0","0","0","0","0","0","14","7","10"
"2912","0","0","0","0","0","0","0","0","7","10","10"
"3012","0","0","58","0","0","0","0","0","6","10","7"
"3112","0","0","209","0","0","0","0","0","10","10","10"
"3212","0","0","144","0","0","0","0","0","11","11","7"
"3312","0","0","128","0","0","0","0","0","14","7","7"
"3412","0","0","160","0","0","0","0","0","10","10","14"
"3512","0","0","43","0","0","0","0","0","10","10","3"
"3612","0","0","0","0","0","0","0","0","11","10","11"
"3712","0","0","0","0","0","0","0","0","10","14","10"
"3812","0","0","0","0","0","0","0","0","7","10","7"
"3912","0","0","0","0","0","0","0","0","18","7","3"
"4012","0","0","0","0","0","0","0","0","14","10","7"
"4117","0","0","69","0","0","0","0","0","18","3","10"
"4217","0","0","55","0","0","0","0","0","11","10","6"
"4317","0","0","132","0","0","0","0","0","14","10","11"
"4417","0","0","54","0","0","0","0","0","14","6","10"
"4517","0","0","240","0","0","0","0","0","14","3","7"
"4617","0","0","15","0","0","0","0","0","10","10","7"
"4717","0","0","0","0","0","0","0","0","14","7","11"
"4817","0","0","18","0","0","0","0","0","10","3","10"
"4917","0","0","72","0","0","0","0","0","14","11","3"
"5017","0","0","160","0","0","0","0","0","11","10","10"
"5117","0","0","22","0","0","0","0","0","11","10","3"
"5217","0","0","0","0","0","0","0","0","7","6","2"
"5317","0","0","0","0","0","0","0","0","7","10","6"
"5417","0","0","0","0","0","0","0","0","18","6","14"
"5517","0","0","0","0","0","0","0","0","10","6","10"
"5617","0","0","2","0","0","0","0","0","15","10","10"
"5717","0","0","0","0","0","0","0","0","7","11","10"
"5817","0","0","14","0","0","0","0","0","11","2","10"
"5917","0","0","14","0","0","0","0","0","10","10","10"
"6017","0","0","157","0","0","0","0","0","11","3","3"
"6122","0","0","240","0","0","0","0","0","10","7","10"
"6222","0","0","192","0","0","0","0","0","10","7","11"
"6322","0","0","128","0","0","0","0","0","18","10","10"
"6422","0","0","221","0","0","0","0","0","18","3","10"
"6522","0","0","305","0","0","0","0","0","7","7","10"
"6622","0","0","329","0","0","0","0","0","10","10","10"
"6722","0","0","364","0","0","0","0","0","14","11","10"
"6822","0","0","64","0","0","0","0","0","18","11","14"
"6922","0","0","0","0","0","0","0","0","6","7","7"
"7022","0","0","0","0","0","0","0","0","14","7","14"
"7122","0","0","0","0","0","0","0","0","10","10","11"
"7222","0","0","3","0","0","0","0","0","10","10","10"
"7322","0","0","240","0","0","0","0","0","10","7","7"
"7422","0","0","268","0","0","0","0","0","18","10","10"
"7522","0","0","2","0","0","0","0","0","3","7","18"
"7622","0","0","0","0","0","0","0","0","14","7","10"
"7722","0","0","0","0","0","0","0","0","7","10","10"
"7822","0","0","0","0","0","0","0","0","11","6","7"
"7922","0","0","0","0","0","0","0","0","7","3","10"
"8022","0","0","0","0","0","0","0","0","7","3","6"
"8127","0","0","55","0","0","0","0","0","10","2","7"
"8227","0","0","0","0","0","0","0","0","10","10","7"
"8327","0","0","0","0","0","0","0","0","18","10","7"
"8427","0","0","0","0","0","0","0","0","10","3","10"
"8527","0","0","0","0","0","0","0","0","14","6","10"
"8627","0","0","0","0","0","0","0","0","18","7","10"
"8727","0","0","0","0","0","0","0","0","11","14","7"
"8827","0","0","0","0","0","0","0","0","10","15","10"
"8927","0","0","0","0","0","0","0","0","11","7","10"
"9027","0","0","0","0","0","0","0","0","15","11","7"
"9127","0","0","0","0","0","0","0","0","10","10","7"
"9227","0","0","0","0","0","0","0","0","11","11","11"
"9327","0","0","0","0","0","0","0","0","14","10","6"
"9427","0","0","18","0","0","0","0","0","10","10","6"
